wkt_geom	OBJECTID	OBJTYPE	NAVN	KOMM	OPPDATERIN	Shape_Leng	Shape_Area	AREA	PERIMETER	ANSLAG_FRI
POLYGON((4.951899 60.839878,4.952470 60.826318,4.995140 60.812978,5.008177 60.808896,5.047081 60.796704,5.042732 60.794868,5.023642 60.786810,5.019051 60.784871,4.988839 60.792398,5.045357 60.756350,5.025229 60.750839,5.038641 60.730926,4.963437 60.729950,4.796688 60.762460,4.791179 60.763529,4.686237 60.838597,4.686905 60.858220,4.711798 60.856520,4.951899 60.839878))	132	Kommune	Austrheim	1264		61432.7615166	169378642.093	169378642.093445	61432.761517	151039000
POLYGON((5.109885 60.805520,5.408012 60.703087,5.447601 60.711952,5.492895 60.722075,5.475643 60.775679,5.502730 60.793981,5.563373 60.787701,5.616716 60.812114,5.704385 60.852114,5.710298 60.807375,5.683112 60.789624,5.674273 60.779263,5.670912 60.775322,5.650341 60.759534,5.673947 60.740148,5.677448 60.737270,5.650911 60.716443,5.606252 60.696547,5.609787 60.660624,5.572701 60.627558,5.508818 60.620922,5.317436 60.536094,5.287635 60.532902,5.267507 60.542120,5.177265 60.583346,5.209491 60.598462,5.191906 60.621327,5.083276 60.675223,5.067325 60.683114,5.055950 60.698225,5.063975 60.697075,5.088994 60.693485,5.038641 60.730926,5.025229 60.750839,5.045357 60.756350,4.988839 60.792398,5.019051 60.784871,5.023642 60.786810,5.042732 60.794868,5.047081 60.796704,5.008177 60.808896,4.995140 60.812978,4.952470 60.826318,4.951899 60.839878,5.032081 60.830723,5.048122 60.828885,5.109885 60.805520))	133	Kommune	Lindås	1263		157210.452886	626445586.385	626445586.384613	157210.452886	712709000
POLYGON((4.997052 60.475691,5.057279 60.411683,5.086611 60.413286,5.100257 60.414029,5.117780 60.405949,5.170129 60.381770,5.170522 60.371605,5.171712 60.340726,5.203165 60.321400,5.190041 60.289334,5.144652 60.308813,5.142590 60.309697,5.115277 60.290308,5.124284 60.274364,5.127962 60.267849,5.109632 60.273263,5.071813 60.284419,5.042763 60.254110,4.991340 60.301303,4.963912 60.305126,4.950195 60.307035,4.897829 60.280317,4.507142 60.230593,4.472970 60.310977,4.427361 60.394938,4.417742 60.412583,4.808289 60.462974,4.898313 60.465605,4.934032 60.444565,4.944255 60.449620,4.965257 60.459998,4.997052 60.475691))	134	Kommune	Fjell	1246		133871.607853	767086444.119	767086444.11908	133871.607853	1023905000
POLYGON((11.043791 60.675745,11.154994 60.607100,11.139199 60.594565,11.132067 60.588902,11.107856 60.569659,11.099551 60.521981,11.072091 60.518299,10.952376 60.486615,10.939070 60.475395,10.923793 60.471194,10.760321 60.493959,10.713308 60.524164,10.695992 60.568349,10.690996 60.581074,10.676512 60.617904,10.674834 60.622164,10.706470 60.644248,10.704797 60.645150,10.684865 60.655899,10.726032 60.665686,10.760524 60.681981,10.761509 60.707973,10.704730 60.751295,10.711407 60.755242,10.722589 60.761850,10.730444 60.766489,10.744761 60.774940,10.858502 60.752078,11.043791 60.675745))	135	Kommune	Østre Toten	528		98032.3814669	558568838.919	558568838.919312	98032.381467	690581000
POLYGON((5.917409 60.329485,5.932291 60.307756,5.957691 60.270594,5.960654 60.266253,5.949274 60.246845,5.921502 60.199383,5.896944 60.188875,5.864975 60.175180,5.856962 60.171744,5.864294 60.137760,5.872464 60.099792,5.802512 60.040309,5.759268 60.033603,5.736572 60.051308,5.733302 60.049885,5.714836 60.041846,5.707609 60.038699,5.706886 60.050791,5.704452 60.091394,5.652846 60.114092,5.575028 60.110932,5.519590 60.124403,5.574700 60.255900,5.627262 60.285923,5.639713 60.316264,5.662601 60.318935,5.685672 60.321623,5.722431 60.325897,5.739551 60.353617,5.753070 60.340022,5.770385 60.322588,5.917409 60.329485))	136	Kommune	Fusa	1241		103225.762673	519188969.939	519188969.938681	103225.762673	210055000
POLYGON((10.014260 59.325379,10.014115 59.298751,9.992570 59.267082,10.073551 59.205952,10.130401 59.185382,10.133419 59.133256,10.134257 59.118746,10.134437 59.115618,10.171468 59.103176,10.188341 59.097500,10.202468 59.088709,10.248130 59.060253,10.292706 58.974026,10.285542 58.774411,10.149457 58.758280,10.059307 58.744093,10.004725 58.729695,9.988044 58.725288,9.969765 58.720455,9.795181 58.898220,9.785922 58.927092,9.783129 58.935792,9.764842 59.010041,9.772103 59.018221,9.782533 59.029964,9.834536 58.997815,9.812926 59.036089,9.821313 59.036535,9.834722 59.037246,9.849142 59.079011,9.856115 59.099174,9.820561 59.129471,9.824747 59.157600,9.853004 59.165257,9.896411 59.177002,9.875067 59.200441,9.860484 59.255854,9.905839 59.282993,9.911802 59.286557,9.914874 59.288392,9.890627 59.304464,9.887404 59.306599,9.893586 59.315050,9.902669 59.327460,10.014260 59.325379))	137	Kommune	Larvik	709	2011/02/01	179004.033941	1294379862.09	1294379862.09473	179004.033941	1980715000
POLYGON((12.438869 65.303729,12.459843 65.294997,12.499383 65.278512,12.508769 65.280162,12.545460 65.286605,12.554608 65.294591,12.571317 65.279016,12.596808 65.261631,12.695878 65.248467,12.725335 65.234157,12.692239 65.219729,12.708406 65.211955,12.725101 65.203920,12.815335 65.253016,12.847538 65.252154,12.858909 65.251849,12.867953 65.251605,12.935844 65.216763,12.988603 65.231194,12.982527 65.255312,13.057885 65.244419,13.156714 65.148781,13.085386 65.109970,13.053228 65.073791,12.995950 65.068451,12.967584 65.032880,12.907885 65.029061,12.948041 65.000026,12.934223 64.984627,12.880557 64.981588,12.774668 64.975533,12.768315 64.940778,12.715092 64.952611,12.628660 64.939501,12.580877 64.987055,12.507776 64.977096,12.395708 64.991900,12.290879 64.963599,12.276810 64.959791,12.187377 64.978108,12.190848 64.995247,12.191623 64.999074,12.178251 65.005447,12.173136 65.007884,12.149917 65.018938,12.124068 65.012461,12.131702 64.999030,12.085044 64.999952,12.049039 65.015362,12.048886 65.059643,12.048860 65.066869,12.042155 65.067690,11.988161 65.074288,11.959581 65.077771,11.917226 65.072962,11.880218 65.068749,11.960153 65.116814,11.947183 65.146511,11.946118 65.148945,11.929369 65.150320,11.875113 65.154760,11.836199 65.157931,11.486039 65.236865,11.400398 65.295713,11.021169 65.394470,10.578061 65.470175,10.608885 65.502709,11.054585 65.429234,11.623280 65.293144,11.665957 65.269588,11.737478 65.293625,11.787018 65.289305,11.791622 65.219270,11.863735 65.203455,11.910338 65.206115,11.961451 65.209014,12.054034 65.183276,12.076913 65.190182,12.191956 65.224801,12.298263 65.275685,12.303525 65.295533,12.338323 65.289203,12.342425 65.288456,12.438869 65.303729))	138	Kommune	Bindal	1811		352610.358755	1904277922.46	1904277922.4624	352610.358755	100997000
POLYGON((14.325985 65.118916,14.293427 65.095890,14.245724 65.062023,14.226989 65.048684,14.176845 65.012520,14.129888 64.978559,14.121776 64.972460,14.093701 64.951327,14.077299 64.938936,14.058116 64.923774,14.054787 64.921142,14.046445 64.914541,14.015225 64.889804,13.977563 64.859661,13.931264 64.822123,13.875657 64.814417,13.745900 64.796340,13.652428 64.783232,13.543532 64.767870,13.526742 64.765493,13.456891 64.747356,13.393131 64.730750,13.376665 64.726454,13.379820 64.714943,13.384660 64.697265,13.379579 64.692573,13.348045 64.663410,13.267267 64.588392,13.101558 64.508196,13.090959 64.503044,13.091794 64.506922,13.118203 64.629011,13.121398 64.643709,13.114701 64.652608,13.097419 64.675545,13.085705 64.691068,13.053636 64.733470,13.039458 64.752171,13.181294 64.750302,13.172720 64.784240,13.337851 64.914870,13.352332 64.926256,13.427733 65.043121,13.459163 65.052875,13.460255 65.053214,13.628915 65.105320,13.661072 65.108297,14.012208 65.129507,14.063854 65.121959,14.164296 65.139252,14.325985 65.118916))	139	Kommune	Røyrvik	1739		211933.922678	1598943001.73	1598943001.729	211933.922678	43219000
POLYGON((10.738192 64.659873,10.811142 64.648332,10.996180 64.618848,11.021420 64.595352,11.108367 64.571236,11.105068 64.550128,11.068343 64.544875,11.029906 64.539365,11.022279 64.514509,11.013837 64.486943,11.019748 64.483018,11.066337 64.452029,11.028261 64.431631,11.025172 64.412777,11.049356 64.413670,11.093410 64.413643,11.093574 64.412492,11.099292 64.372128,11.100239 64.365426,11.056283 64.363143,11.028898 64.361713,10.968801 64.313587,10.947590 64.296555,10.927319 64.280256,10.744639 64.313953,10.713728 64.335568,10.698483 64.346213,10.709247 64.372070,10.704714 64.375233,10.695216 64.381859,10.631645 64.375580,10.535257 64.418328,10.508988 64.429943,10.506576 64.430176,10.503348 64.430487,10.456368 64.435000,10.442844 64.440338,10.046247 64.595387,9.699817 64.728452,9.803794 64.778152,10.150264 64.644806,10.430744 64.588791,10.617322 64.620971,10.738192 64.659873))	140	Kommune	Flatanger	1749		207635.249042	1280037517.25	1280037517.24951	207635.249042	77059000
POLYGON((10.741422 64.177498,10.786001 64.114351,10.588218 64.103781,10.579617 64.103315,10.509106 64.121647,10.494351 64.125475,10.398800 64.107657,10.358373 64.080998,10.378866 64.069359,10.208886 64.051541,10.171026 64.088795,10.166039 64.093693,10.040871 64.122878,9.697305 64.202114,9.731835 64.331781,9.700151 64.395921,10.051625 64.355952,10.182225 64.291236,10.274803 64.273497,10.328663 64.288997,10.362257 64.298647,10.373554 64.286822,10.392892 64.266552,10.411449 64.247070,10.467295 64.231252,10.601196 64.193164,10.586200 64.163411,10.741422 64.177498))	141	Kommune	Roan	1632		159445.110696	976647331.535	976647331.535278	159445.110696	67235000
POLYGON((9.213949 63.744847,9.231754 63.667640,9.298697 63.608347,9.248357 63.569987,9.275347 63.549325,9.278238 63.547110,9.045165 63.481507,8.972900 63.473442,8.926786 63.468274,8.769390 63.450509,8.757721 63.449184,8.742726 63.447480,8.739831 63.446849,8.455485 63.384373,8.342934 63.359414,8.240532 63.422094,8.108649 63.598149,8.323828 63.637788,8.777747 63.667116,8.926236 63.692438,8.934475 63.693837,9.149064 63.773647,9.213949 63.744847))	142	Kommune	Hitra	1617		165919.388648	1419666473.28	1419666473.2821	165919.388648	225143000
POLYGON((9.731266 63.419322,9.589929 63.351627,9.550466 63.310877,9.546065 63.309773,9.423216 63.278884,9.364370 63.301943,9.292890 63.293023,9.250552 63.309353,9.240116 63.313374,9.221536 63.336320,9.146866 63.428129,9.045165 63.481507,9.278238 63.547110,9.454370 63.588345,9.540327 63.577005,9.544891 63.573334,9.565395 63.556832,9.571771 63.551695,9.552283 63.540510,9.518746 63.521235,9.545573 63.501602,9.588991 63.469758,9.617277 63.448966,9.667169 63.436010,9.731266 63.419322))	143	Kommune	Snillfjord	1613		106808.824518	647784136.262	647784136.262451	106808.824518	69158000
POLYGON((10.186592 63.332399,10.202297 63.326195,10.217324 63.320254,10.230980 63.314852,10.196659 63.280000,10.188170 63.267873,10.147924 63.210236,10.105740 63.199034,10.083210 63.205560,9.984626 63.172157,9.918888 63.175663,9.920279 63.211970,9.893238 63.256115,9.896734 63.267899,9.921652 63.296375,9.899081 63.294250,9.895229 63.314545,9.894173 63.320107,9.891264 63.335404,10.003527 63.372985,10.094729 63.341527,10.186592 63.332399))	144	Kommune	Skaun	1657		65863.7179332	252139968.614	252139968.614502	65863.717933	327666000
POLYGON((9.878463 63.145827,9.908122 63.084036,9.931438 63.094362,9.958491 63.083695,9.994690 63.040859,10.012539 63.019686,9.998392 62.988155,9.987939 62.964814,9.828964 62.971080,9.783948 62.972822,9.777531 62.973069,9.585494 62.898747,9.519928 62.912499,9.507559 62.915088,9.450259 62.890431,9.434230 62.940716,9.429940 62.954142,9.490922 62.994151,9.506688 62.996681,9.584212 63.009085,9.523073 63.012718,9.490956 63.014616,9.486772 63.021935,9.476853 63.039275,9.431773 63.048800,9.440268 63.093956,9.445320 63.101021,9.466802 63.131024,9.449166 63.160267,9.469459 63.172518,9.468545 63.177874,9.569823 63.179696,9.646403 63.154171,9.656009 63.150962,9.657429 63.150488,9.878463 63.145827))	145	Kommune	Meldal	1636		120879.848695	614103003.736	614103003.73645	120879.848695	216411000
POLYGON((6.363399 62.394358,6.328805 62.389517,6.166653 62.366690,6.095628 62.389466,6.046842 62.405069,6.011946 62.444299,6.055163 62.453169,6.160822 62.455748,6.227996 62.457345,6.229777 62.456685,6.295573 62.432248,6.359935 62.432384,6.366102 62.432395,6.363399 62.394358))	146	Kommune	Sula	1531		46726.5378451	124863332.952	124863332.952209	46726.537845	404067000
POLYGON((7.335537 62.417306,7.290150 62.412009,7.292192 62.407011,7.308162 62.367843,7.274721 62.338442,7.227362 62.345543,7.202740 62.320117,7.164314 62.318702,7.125523 62.323619,7.084769 62.328771,7.058492 62.347534,7.040942 62.360049,6.979263 62.345832,6.939248 62.336587,6.915233 62.363361,6.890737 62.366650,6.849846 62.372130,6.839417 62.385751,6.827962 62.400697,6.856545 62.416344,6.889523 62.434370,6.934575 62.435376,6.970424 62.436165,7.015657 62.437148,7.066956 62.413503,7.118023 62.429758,7.116214 62.449745,7.167550 62.446951,7.233264 62.484306,7.326243 62.459883,7.332957 62.429143,7.335537 62.417306))	147	Kommune	Stordal	1526		82335.97521	273903992.425	273903992.424927	82335.97521	70363000
POLYGON((5.793344 62.205852,5.846907 62.216155,5.850137 62.190627,5.854633 62.155004,5.807929 62.132824,5.863933 62.094131,5.860658 62.053533,5.834812 62.033334,5.747642 62.020851,5.729821 61.980813,5.698090 61.968222,5.538057 61.965051,5.511967 61.973844,5.475942 61.985968,5.442323 61.973934,5.487752 61.999326,5.503115 62.007900,5.503104 62.031138,5.503084 62.066736,5.394117 62.109264,5.360880 62.122193,5.358389 62.154759,5.378773 62.157231,5.416004 62.161737,5.420283 62.183651,5.476292 62.205710,5.532607 62.202641,5.559349 62.190361,5.561180 62.189519,5.594794 62.174059,5.634065 62.180375,5.793344 62.205852))	148	Kommune	Vanylven	1511		104659.01986	493371070.486	493371070.486313	104659.01986	192042000
POLYGON((9.792455 62.287930,9.719222 62.257958,9.717411 62.256462,9.675749 62.221988,9.659392 62.208429,9.653807 62.203796,9.647379 62.198463,9.583943 62.184577,9.583667 62.184517,9.595081 62.176848,9.650830 62.139323,9.764238 62.122921,9.795084 62.111473,9.890350 62.076018,9.914665 62.066945,9.919983 62.059047,9.927906 62.047272,9.876170 62.040293,9.870287 62.035912,9.839434 62.012911,9.840441 62.010839,9.844321 62.002852,9.870194 61.949472,9.848238 61.903811,9.665935 61.913236,9.624481 61.948263,9.577399 61.957402,9.457528 61.916602,9.413570 61.901587,9.402163 61.897686,9.387654 61.892721,9.373639 61.887923,9.368898 61.886299,9.315845 61.889127,9.308327 61.890724,9.286626 61.895328,9.218040 61.909849,9.197889 61.920594,9.131253 61.956053,9.015010 62.017629,9.010279 62.047211,9.034778 62.049484,9.057600 62.051597,9.070977 62.062441,9.090662 62.078383,9.104024 62.089194,9.104871 62.092766,9.107832 62.105252,9.078917 62.111619,9.094311 62.126577,9.101741 62.129276,9.123572 62.137199,9.188672 62.160781,9.233386 62.176940,9.287356 62.196403,9.319235 62.253238,9.279265 62.287048,9.212737 62.343124,9.413978 62.305449,9.431937 62.302068,9.483888 62.292270,9.552712 62.270776,9.557639 62.269234,9.587267 62.259959,9.602064 62.255322,9.792455 62.287930))	149	Kommune	Dovre	511		194587.234068	1356084068.12	1356084068.12219	194587.234068	146463000
POLYGON((10.086112 61.906643,10.119158 61.896275,10.128825 61.893239,10.164817 61.881926,10.161667 61.878288,10.119207 61.829146,10.052637 61.751766,10.027965 61.723460,10.027268 61.722659,10.017501 61.719901,9.964759 61.704985,9.963424 61.661060,9.976351 61.620758,10.050279 61.579580,10.052191 61.558240,10.052222 61.557887,10.053910 61.539016,10.054446 61.533008,10.054792 61.529136,10.049417 61.519568,9.997762 61.427313,9.985426 61.405200,9.942836 61.391249,9.938650 61.389877,9.852415 61.416418,9.705811 61.398927,9.700534 61.399702,9.554671 61.421019,9.553034 61.419694,9.549997 61.417235,9.523739 61.395959,9.479571 61.360096,9.392137 61.319069,9.346963 61.297809,9.300867 61.292482,9.294932 61.313251,9.223939 61.341672,9.191371 61.354679,9.191507 61.365948,9.239385 61.349416,9.252486 61.349494,9.325086 61.349902,9.355585 61.381540,9.380208 61.385467,9.391506 61.387268,9.377218 61.402060,9.352003 61.428127,9.339354 61.441185,9.368629 61.449609,9.433447 61.468220,9.391064 61.480509,9.420346 61.487819,9.442879 61.493437,9.504476 61.479936,9.555186 61.468791,9.666169 61.474224,9.666706 61.474461,9.695820 61.487281,9.829017 61.582520,9.829279 61.582707,9.851865 61.598787,9.871674 61.612873,9.878729 61.617887,9.902817 61.680185,9.924665 61.736482,9.928518 61.746390,9.933052 61.758042,10.014957 61.819402,9.993574 61.866310,10.015498 61.884446,10.015488 61.884566,10.014309 61.899165,10.013428 61.910053,10.025163 61.909505,10.063862 61.907691,10.086112 61.906643))	150	Kommune	Sør-Fron	519		222095.314415	751492377.71	751492377.709473	222095.314415	167351000
POLYGON((11.072930 59.937413,11.173636 59.856051,11.146452 59.841855,11.140806 59.838904,11.123421 59.840074,11.100580 59.841608,11.101306 59.829855,11.068082 59.833942,11.022895 59.838415,11.014590 59.857338,11.012065 59.867103,11.019125 59.879199,11.027712 59.921803,11.028460 59.925512,11.013783 59.938901,11.012448 59.940119,11.020803 59.950100,11.024784 59.954853,11.031378 59.952467,11.040617 59.949122,11.041521 59.948795,11.065747 59.940017,11.072930 59.937413))	151	Kommune	Rælingen	228		38223.8431319	72052451.9045	72052451.904663	38223.843132	696610000
POLYGON((10.563104 59.825748,10.545157 59.788338,10.495543 59.781383,10.428364 59.771931,10.424849 59.771436,10.422014 59.774637,10.416387 59.780987,10.368083 59.789520,10.342608 59.794012,10.353591 59.821152,10.353346 59.822083,10.350667 59.832269,10.348294 59.839588,10.342544 59.842994,10.336675 59.848068,10.331696 59.854934,10.332480 59.860811,10.330439 59.870053,10.352033 59.877613,10.352665 59.886228,10.356037 59.887531,10.362565 59.893780,10.362675 59.903268,10.362887 59.905936,10.390265 59.883571,10.414615 59.873738,10.435268 59.885817,10.460714 59.883004,10.487045 59.880087,10.487428 59.880045,10.506030 59.878486,10.519221 59.877379,10.546165 59.875113,10.563104 59.825748))	152	Kommune	Asker	220		48867.016859	130962417.075	130962417.074829	48867.016859	2897306000
POLYGON((8.782514 59.527885,8.813969 59.492827,8.888266 59.490124,8.917584 59.475152,8.916379 59.470491,8.910050 59.445995,8.871510 59.435444,8.864855 59.433620,8.850618 59.431895,8.842527 59.430913,8.826215 59.428933,8.825879 59.427192,8.819737 59.395325,8.835675 59.392705,8.873445 59.386488,8.858881 59.366045,8.881746 59.351569,8.811624 59.359032,8.779100 59.380834,8.762630 59.389221,8.748718 59.396301,8.742529 59.388255,8.736057 59.379836,8.634971 59.372993,8.632406 59.382907,8.614128 59.453376,8.561877 59.449913,8.553150 59.449332,8.475125 59.520453,8.374997 59.534721,8.362304 59.561645,8.300618 59.571084,8.261084 59.558362,8.249283 59.573645,8.252160 59.588861,8.278800 59.600271,8.263440 59.609134,8.269628 59.615472,8.242962 59.648386,8.215837 59.675585,8.246943 59.688459,8.245494 59.689115,8.231055 59.695650,8.211618 59.718560,8.220611 59.724464,8.244049 59.739838,8.268252 59.741059,8.292871 59.742297,8.300839 59.779480,8.370908 59.795068,8.454613 59.760451,8.442417 59.728856,8.452243 59.716949,8.536280 59.614717,8.577157 59.602955,8.582534 59.587673,8.583756 59.584198,8.697512 59.580835,8.706257 59.575384,8.758218 59.542944,8.771290 59.534769,8.779484 59.529744,8.782514 59.527885))	153	Kommune	Seljord	828		162841.899521	721909807.209	721909807.208862	162841.899521	160427000
POLYGON((10.290059 59.716093,10.323404 59.701936,10.315274 59.688557,10.311764 59.682778,10.302940 59.668240,10.277800 59.671223,10.261408 59.673165,10.258399 59.673521,10.225637 59.666112,10.223350 59.665594,10.203033 59.666396,10.157820 59.668169,10.115487 59.670656,10.087634 59.641113,10.037502 59.640442,10.005286 59.664184,10.030371 59.675325,10.075932 59.701479,10.079535 59.730421,10.086907 59.733121,10.100753 59.738191,10.125822 59.747363,10.126296 59.747536,10.129216 59.748604,10.106319 59.754949,10.104420 59.770822,10.099168 59.814633,10.199148 59.763131,10.231623 59.746351,10.232210 59.746048,10.239602 59.742225,10.290059 59.716093))	154	Kommune	Drammen	602		62867.2850342	148147485.121	148147485.121216	62867.285034	2957642000
POLYGON((5.461942 59.498577,5.495246 59.462890,5.503092 59.454470,5.518191 59.438252,5.563595 59.482060,5.571076 59.489266,5.592854 59.490654,5.597415 59.490944,5.607101 59.457852,5.630597 59.455842,5.681584 59.451464,5.704426 59.412550,5.707965 59.406513,5.874353 59.450597,5.915744 59.383735,5.902283 59.309277,5.767462 59.303842,5.692321 59.228167,5.644643 59.209059,5.597923 59.232920,5.514521 59.242395,5.473470 59.273458,5.469787 59.276241,5.430072 59.269764,5.390456 59.295635,5.384068 59.392085,5.370661 59.401224,5.352081 59.413877,5.351982 59.414751,5.348284 59.447345,5.397253 59.483245,5.422710 59.499678,5.438656 59.499232,5.452210 59.498851,5.454038 59.498800,5.461942 59.498577))	155	Kommune	Tysvær	1146		122559.151635	638107276.054	638107276.054092	122559.151635	501696000
POLYGON((10.653928 63.490544,10.774468 63.455347,10.838212 63.454542,10.841525 63.432305,10.842375 63.426595,10.845704 63.404200,10.854597 63.344190,10.964646 63.329431,10.776523 63.295050,10.725168 63.306791,10.688502 63.326636,10.699462 63.347381,10.671639 63.362556,10.638671 63.352628,10.658114 63.362911,10.619893 63.380772,10.597620 63.405377,10.587543 63.416494,10.575108 63.430199,10.571102 63.434611,10.539321 63.469560,10.550348 63.495294,10.653928 63.490544))	156	Kommune	Malvik	1663		74003.8469575	226819807.83	226819807.830078	74003.846957	577423000
POLYGON((7.405226 62.851751,7.384925 62.840597,7.385440 62.840453,7.429704 62.828099,7.399513 62.810401,7.379657 62.798746,7.368362 62.797923,7.317673 62.794217,7.251166 62.789325,7.209014 62.786208,7.193100 62.785027,7.074203 62.758937,7.047402 62.753036,7.019636 62.781336,7.009617 62.782509,6.950347 62.789431,6.950287 62.789438,6.979937 62.842786,6.986523 62.854609,6.936088 62.873184,6.935841 62.873200,6.787855 62.883058,6.786025 62.890080,6.760985 62.985753,6.499304 63.145964,6.597541 63.179063,6.623893 63.187918,6.798688 63.246397,7.060212 63.085835,7.211552 63.057323,7.216620 63.056364,7.219146 63.015008,7.240294 63.002995,7.273951 62.983849,7.239474 62.949038,7.253897 62.930539,7.264219 62.917283,7.281558 62.894987,7.302782 62.873800,7.322521 62.854064,7.325302 62.851280,7.405226 62.851751))	157	Kommune	Fræna	1548		164571.962756	1109244979.92	1109244979.91583	164571.962756	454832000
POLYGON((8.243704 63.012084,8.317973 62.971352,8.372657 62.941261,8.357629 62.907714,8.421073 62.878432,8.396852 62.864908,8.387381 62.859616,8.373321 62.851755,8.399369 62.824636,8.440643 62.781549,8.380409 62.800404,8.347116 62.792919,8.324457 62.787819,8.234477 62.800017,8.138852 62.851346,8.130057 62.929563,8.058541 62.958788,7.987614 62.987677,7.900272 62.974817,7.875204 62.990867,7.836508 63.015597,7.931264 63.071458,7.931234 63.115441,8.102664 63.129374,8.169038 63.058946,8.202958 63.022804,8.243704 63.012084))	158	Kommune	Tingvoll	1560		115892.297176	493206105.741	493206105.740479	115892.297176	175646000
POLYGON((11.271602 63.003928,11.464009 62.975064,11.505283 62.922807,11.580848 62.880009,11.781007 62.894897,11.804195 62.840259,11.809044 62.828804,11.780380 62.816621,11.672445 62.770602,11.557668 62.771340,11.469262 62.750049,11.412600 62.756978,11.395891 62.741389,11.375879 62.743101,11.367147 62.743847,11.342787 62.745925,11.337237 62.746398,11.306796 62.739681,11.302329 62.738695,11.292853 62.715174,11.225830 62.706832,11.189640 62.686776,11.169919 62.675832,11.133173 62.679334,11.132868 62.678711,11.126555 62.665801,11.124536 62.661668,11.122414 62.662045,11.111926 62.663904,10.928243 62.696296,10.792357 62.679085,10.884488 62.774775,10.890330 62.780819,10.927221 62.786036,10.944692 62.788503,10.907410 62.851813,10.957398 62.888247,10.956039 62.896450,10.948194 62.943701,10.943902 62.969478,10.945395 62.972011,10.949046 62.978205,10.953139 62.985143,10.956787 62.991325,10.991770 63.050472,10.998372 63.062388,11.023261 63.062648,11.100176 63.063423,11.146635 63.063871,11.188313 63.012517,11.271602 63.003928))	159	Kommune	Holtålen	1644		168621.75535	1214029877.3	1214029877.30347	168621.75535	113418000
POLYGON((5.684280 62.513707,5.680600 62.450727,5.735529 62.386942,5.750889 62.369049,5.759383 62.359144,5.760602 62.347855,5.762001 62.334881,5.763029 62.325340,5.765918 62.298472,5.833284 62.285159,5.847158 62.282412,5.852623 62.281329,5.846036 62.277371,5.801861 62.250790,5.857290 62.240288,5.846907 62.216155,5.793344 62.205852,5.758894 62.207096,5.726226 62.208267,5.747441 62.235522,5.740893 62.236702,5.626650 62.257226,5.583105 62.289785,5.582293 62.290391,5.484031 62.300499,5.327438 62.316446,5.247430 62.324518,4.887400 62.433238,4.938375 62.466377,5.230611 62.611551,5.254925 62.623541,5.341265 62.665951,5.656105 62.529189,5.684280 62.513707))	160	Kommune	Herøy	1515		160489.802394	1199699638.97	1199699638.97278	160489.802394	433164000
POLYGON((11.124536 62.661668,11.160118 62.647379,11.167533 62.632658,11.191459 62.585048,11.195862 62.576269,11.236860 62.568482,11.254084 62.532521,11.276596 62.527724,11.276830 62.527674,11.309618 62.520677,11.330162 62.516287,11.338950 62.514408,11.431747 62.467144,11.480294 62.442332,11.556100 62.371586,11.602058 62.375765,11.663167 62.381297,11.671526 62.382051,11.688833 62.350451,11.719080 62.347341,11.730789 62.355638,11.768565 62.382371,11.836860 62.374481,11.856796 62.357927,11.795793 62.314360,11.845568 62.270929,11.847444 62.233032,11.849967 62.181859,11.852018 62.140107,11.829201 62.134767,11.808310 62.148853,11.780669 62.167464,11.733524 62.173455,11.706854 62.176837,11.695809 62.178235,11.552165 62.237513,11.513877 62.284810,11.493285 62.290523,11.441430 62.304885,11.407847 62.314169,11.345534 62.331358,11.340320 62.346411,11.317387 62.412435,11.274623 62.429928,11.191135 62.430943,11.179518 62.424952,11.167909 62.418961,11.110656 62.431258,11.108180 62.437557,11.106102 62.442841,11.100368 62.457413,11.099620 62.459314,11.053922 62.459619,11.029257 62.472768,11.017661 62.477134,11.012806 62.489908,10.980037 62.485019,10.966692 62.477667,10.954354 62.487318,10.932957 62.504039,10.905479 62.525479,10.718193 62.598999,10.753667 62.616659,10.740340 62.645468,10.792357 62.679085,10.928243 62.696296,11.111926 62.663904,11.122414 62.662045,11.124536 62.661668))	161	Kommune	Os	441		206546.761551	1054009089.31	1054009089.3103	206546.761551	120626000
POLYGON((6.889523 62.434370,6.856545 62.416344,6.827962 62.400697,6.839417 62.385751,6.849846 62.372130,6.815054 62.347367,6.818611 62.342172,6.839545 62.311554,6.808439 62.305368,6.779779 62.299659,6.770976 62.292116,6.770871 62.292026,6.734615 62.260914,6.748056 62.235948,6.704714 62.220911,6.625428 62.260277,6.590860 62.258146,6.555391 62.302521,6.488490 62.301536,6.472927 62.335824,6.452520 62.333118,6.417459 62.328460,6.363399 62.394358,6.537928 62.426643,6.571284 62.432780,6.691698 62.461857,6.889523 62.434370))	162	Kommune	Sykkylven	1528		90492.3884471	395126307.31	395126307.309875	90492.388447	363747000
