wkt_geom	OBJECTID	OBJTYPE	NAVN	KOMM	OPPDATERIN	Shape_Leng	Shape_Area	AREA	PERIMETER	ANSLAG_FRI
POLYGON((22.499011 70.290281,22.482835 70.281242,22.437123 70.255649,22.403145 70.236576,22.445041 70.225261,22.429417 70.207598,22.555556 70.163362,22.557223 70.146766,22.559680 70.122277,22.560177 70.117314,22.603697 70.098942,22.547029 70.094468,22.536017 70.093597,22.520620 70.099506,22.492361 70.110339,22.446179 70.106390,22.278122 70.091902,22.240903 70.059435,22.217170 70.038674,22.195839 70.055461,22.105637 70.126126,22.110040 70.140490,22.112286 70.147810,22.119254 70.170479,21.972254 70.150323,21.964817 70.149299,21.956168 70.150822,21.913501 70.158329,21.876479 70.111374,21.829205 70.100804,21.760082 70.115081,21.721391 70.123053,21.721016 70.140691,21.686909 70.150009,21.627167 70.166294,21.628226 70.183691,21.628579 70.189479,21.535585 70.187102,21.491201 70.185951,21.424985 70.182817,21.378711 70.192768,21.256967 70.218845,21.192838 70.223662,21.122991 70.228881,21.006625 70.237510,20.693610 70.517524,20.622606 70.579707,20.479733 70.703616,21.175926 70.790018,21.384409 70.603145,22.172997 70.359601,22.283981 70.349011,22.347065 70.342957,22.397230 70.338124,22.424650 70.304848,22.499011 70.290281))	227	Kommune	Loppa	2014		277358.486689	2817504808.24	2817504808.23633	277358.486689	95440000
POLYGON((22.217170 70.038674,22.215500 70.037200,22.194157 70.018350,22.185958 70.011099,22.243240 69.960893,22.402732 69.924452,22.497195 69.918787,22.526751 69.901046,22.448577 69.873361,22.546645 69.846033,22.451478 69.790708,22.536230 69.769560,22.570423 69.696996,22.746928 69.647748,22.755104 69.645456,22.834831 69.667237,22.894476 69.647397,22.777267 69.606758,22.743314 69.549908,22.708842 69.543260,22.703250 69.542180,22.706402 69.536527,22.722013 69.508479,22.696474 69.509090,22.510680 69.513420,22.279301 69.482300,22.227951 69.504061,22.216511 69.550196,22.131003 69.558936,21.912970 69.528145,21.805804 69.546824,21.743103 69.540692,21.639260 69.576475,21.598604 69.651501,21.678344 69.677669,21.733379 69.725952,21.722252 69.779918,21.767616 69.781780,21.763669 69.811198,21.563651 69.841556,21.593803 69.885441,21.560352 69.896143,21.484484 69.920354,21.429493 69.965740,21.305832 69.977055,21.250256 69.982108,21.218837 69.980931,21.130587 69.977596,21.156452 70.006808,21.438692 70.056464,21.110584 70.104495,21.100333 70.117688,21.032330 70.204781,21.006625 70.237510,21.122991 70.228881,21.192838 70.223662,21.256967 70.218845,21.378711 70.192768,21.424985 70.182817,21.491201 70.185951,21.535585 70.187102,21.628579 70.189479,21.628226 70.183691,21.627167 70.166294,21.686909 70.150009,21.721016 70.140691,21.721391 70.123053,21.760082 70.115081,21.829205 70.100804,21.876479 70.111374,21.913501 70.158329,21.956168 70.150822,21.964817 70.149299,21.972254 70.150323,22.119254 70.170479,22.112286 70.147810,22.110040 70.140490,22.105637 70.126126,22.195839 70.055461,22.217170 70.038674))	228	Kommune	Kvænangen	1943		318976.706581	2672688081.09	2672688081.09229	318976.706581	103440000
POLYGON((12.338109 60.844008,12.340563 60.838351,12.349439 60.817897,12.364556 60.790586,12.374643 60.772034,12.382016 60.758456,12.394704 60.735019,12.395370 60.733887,12.410626 60.722547,12.429238 60.708704,12.461056 60.685218,12.481631 60.667770,12.511017 60.642457,12.513035 60.624595,12.515779 60.600154,12.533176 60.587045,12.549267 60.574913,12.569111 60.560305,12.581862 60.550904,12.598380 60.525722,12.482244 60.526617,12.441037 60.540977,12.415271 60.546788,12.401799 60.547985,12.398734 60.547164,12.393666 60.543961,12.388275 60.542651,12.381179 60.537836,12.376212 60.537864,12.358330 60.538507,12.325977 60.530806,12.267174 60.523316,12.261154 60.527104,12.260190 60.536561,12.185623 60.550263,12.177786 60.550015,12.165104 60.545158,12.157497 60.540590,12.097871 60.546209,12.095240 60.546456,12.063051 60.549478,12.062622 60.549271,12.047413 60.541953,12.039249 60.538022,12.050661 60.508188,11.978571 60.512100,11.938252 60.514271,11.799163 60.486765,11.758371 60.479915,11.747148 60.492656,11.724951 60.516744,11.706927 60.526539,11.693943 60.548845,11.680702 60.545901,11.654349 60.565270,11.648507 60.570522,11.646491 60.580073,11.777415 60.567135,11.860111 60.594370,11.906020 60.609447,11.907288 60.611504,11.913268 60.621198,11.914145 60.622619,11.916910 60.627099,11.923598 60.637928,11.936315 60.658500,11.933089 60.660332,11.907526 60.674840,11.906449 60.688728,11.906593 60.697592,11.910309 60.698144,11.951990 60.704329,11.960808 60.720390,11.977188 60.750181,12.044821 60.773957,12.055572 60.780246,12.080941 60.787759,12.106313 60.786710,12.080071 60.802958,12.186544 60.840822,12.201927 60.842405,12.148555 60.880418,12.169838 60.890832,12.216302 60.873137,12.275821 60.855567,12.307751 60.844784,12.338109 60.844008))	229	Kommune	Åsnes	425		178101.124213	1047543786.53	1047543786.53394	178101.124213	399660000
POLYGON((8.805790 59.848754,8.826614 59.842055,8.854686 59.833014,8.907478 59.722983,8.913331 59.682087,8.896116 59.680065,8.874339 59.678785,8.881623 59.663184,8.926041 59.670253,9.004746 59.646777,9.019416 59.610259,9.019666 59.609634,8.978676 59.574321,8.892802 59.554044,8.850237 59.543964,8.786733 59.528889,8.782514 59.527885,8.779484 59.529744,8.771290 59.534769,8.758218 59.542944,8.706257 59.575384,8.697512 59.580835,8.583756 59.584198,8.582534 59.587673,8.577157 59.602955,8.536280 59.614717,8.452243 59.716949,8.442417 59.728856,8.454613 59.760451,8.370908 59.795068,8.377044 59.799309,8.383547 59.803059,8.535330 59.854482,8.604586 59.837195,8.650706 59.825652,8.652689 59.825882,8.759248 59.838216,8.752970 59.851466,8.805790 59.848754))	230	Kommune	Hjartdal	827		125022.455132	783088751.104	783088751.103821	125022.455132	101515000
POLYGON((10.722904 59.779205,10.722041 59.764540,10.729673 59.721179,10.730387 59.717120,10.742862 59.711255,10.751157 59.707354,10.740206 59.696819,10.736052 59.692820,10.714978 59.672521,10.677301 59.665299,10.682729 59.651942,10.683368 59.647532,10.682495 59.636556,10.678820 59.632571,10.665634 59.618261,10.650171 59.617146,10.630081 59.615695,10.615852 59.658982,10.611954 59.660560,10.555925 59.683202,10.542107 59.774004,10.572678 59.763583,10.580545 59.730734,10.586501 59.730158,10.631738 59.725774,10.641118 59.730874,10.643424 59.756115,10.672076 59.768842,10.690498 59.770101,10.694953 59.771353,10.722904 59.779205))	231	Kommune	Frogn	215		59634.8264773	113231858.881	113231858.880737	59634.826477	695218000
POLYGON((9.178446 59.485767,9.185034 59.461260,9.162976 59.469658,9.151708 59.459184,9.135541 59.434881,9.123078 59.416122,9.116896 59.406810,9.116158 59.405697,9.111968 59.399382,9.111162 59.398167,9.102058 59.384437,9.059137 59.383584,9.055859 59.381774,9.011481 59.357244,8.982988 59.365745,8.903449 59.343344,8.881746 59.351569,8.858881 59.366045,8.873445 59.386488,8.835675 59.392705,8.819737 59.395325,8.825879 59.427192,8.826215 59.428933,8.842527 59.430913,8.850618 59.431895,8.864855 59.433620,8.871510 59.435444,8.910050 59.445995,8.916379 59.470491,8.917584 59.475152,8.888266 59.490124,8.958456 59.504746,8.992157 59.511748,9.023699 59.535901,9.075140 59.524669,9.122831 59.533963,9.178446 59.485767))	232	Kommune	Bø	821		73661.531886	258139469.74	258139469.73999	73661.531886	278804000
POLYGON((9.778082 59.412002,9.782809 59.350332,9.755334 59.324898,9.802183 59.294182,9.860484 59.255854,9.875067 59.200441,9.779706 59.201698,9.739075 59.233733,9.714554 59.253030,9.687406 59.261149,9.664521 59.267987,9.639947 59.277953,9.580571 59.329673,9.581604 59.350448,9.634192 59.353223,9.644572 59.379100,9.606732 59.411708,9.624615 59.424900,9.660120 59.407871,9.711740 59.409692,9.778082 59.412002))	233	Kommune	Siljan	811		73944.5769589	209251198.445	209251198.445313	73944.576959	122836000
POLYGON((9.606569 59.109143,9.653696 59.056454,9.669923 59.054073,9.716326 59.047251,9.764842 59.010041,9.783129 58.935792,9.714234 58.944396,9.575263 58.913286,9.497608 58.935320,9.464227 58.944769,9.418448 58.934907,9.404330 58.946568,9.363998 58.979826,9.302236 59.000917,9.398700 59.051275,9.414995 59.045253,9.486590 59.077309,9.476590 59.099726,9.524864 59.124877,9.526439 59.125696,9.526763 59.125865,9.527381 59.125736,9.606569 59.109143))	234	Kommune	Bamble	814		82778.0678716	368354934.476	368354934.475952	82778.067872	622301000
POLYGON((6.608296 58.561651,6.587730 58.492803,6.616903 58.465462,6.632153 58.451150,6.618132 58.437897,6.613468 58.433486,6.600747 58.421450,6.595316 58.416308,6.608522 58.372170,6.553490 58.322462,6.496609 58.306743,6.470568 58.299534,6.472054 58.305064,6.486093 58.357216,6.490095 58.372060,6.522629 58.383516,6.505408 58.407732,6.468280 58.459813,6.426144 58.456903,6.417206 58.456284,6.414206 58.456077,6.395233 58.435393,6.379769 58.431745,6.325742 58.418981,6.303035 58.416899,6.312682 58.442059,6.318672 58.457665,6.278169 58.471527,6.274161 58.496827,6.269061 58.528951,6.267946 58.535962,6.264718 58.556244,6.264231 58.559305,6.269694 58.560399,6.344346 58.575323,6.389023 58.570672,6.393043 58.570252,6.465696 58.597862,6.497496 58.609920,6.532513 58.627875,6.582722 58.615248,6.594776 58.618955,6.614720 58.625084,6.591370 58.594652,6.587930 58.590166,6.590281 58.586878,6.608296 58.561651))	235	Kommune	Lund	1112		114238.128359	404732032.605	404732032.604729	114238.128359	170221000
POLYGON((8.984580 63.115730,8.995190 63.103649,8.960223 63.093533,8.970998 63.072403,9.053591 63.085588,9.083744 63.090387,9.093452 63.061448,9.104284 63.029081,9.106838 63.028291,9.156224 63.013010,9.151472 63.008429,9.142344 62.999626,9.177621 62.993007,9.114739 62.974811,9.124989 62.932358,9.174328 62.917170,9.204833 62.920038,9.266725 62.925835,9.307808 62.905293,9.286259 62.877279,9.331210 62.862222,9.329026 62.847202,9.325878 62.825533,9.323546 62.809464,9.364825 62.794105,9.146824 62.756455,9.119928 62.757684,9.077131 62.759630,8.919960 62.711770,8.840360 62.740412,8.713649 62.752081,8.619036 62.778239,8.584095 62.827397,8.600889 62.832752,8.610030 62.835664,8.625436 62.840571,8.605354 62.867876,8.529029 62.872129,8.372657 62.941261,8.317973 62.971352,8.243704 63.012084,8.271131 63.022415,8.329055 63.044193,8.338583 63.035632,8.392317 63.053413,8.402799 63.056876,8.425171 63.046739,8.429498 63.049270,8.447108 63.059567,8.481497 63.079649,8.502018 63.048962,8.522150 63.062767,8.652571 63.064166,8.669615 63.071093,8.700992 63.083833,8.807079 63.126774,8.917679 63.115574,8.967955 63.132052,8.984580 63.115730))	236	Kommune	Surnadal	1566	2008/11/14	189640.097895	1458910347.06	1458910347.06348	189640.097895	303959000
POLYGON((31.222526 70.644388,30.850922 70.507519,30.821476 70.496558,30.718279 70.469342,30.572070 70.430551,30.074308 70.296429,29.860808 70.325336,29.595241 70.339388,29.667971 70.363604,29.577576 70.375194,29.450703 70.426555,29.232915 70.476214,29.225968 70.477790,29.217680 70.497462,29.324502 70.536717,29.507586 70.603488,29.525726 70.634440,29.749575 70.727592,29.766345 70.734523,29.775449 70.755021,29.778675 70.762274,30.052063 70.940143,30.450367 70.868190,30.609411 70.826573,31.142039 70.668609,31.222526 70.644388))	237	Kommune	Båtsfjord	2028		218416.809777	2829523446.57	2829523446.56738	218416.809777	132125000
POLYGON((30.074308 70.296429,30.290273 70.247709,30.443483 70.212851,30.460216 70.209029,30.457754 70.194576,30.458097 70.194458,30.673981 70.119407,30.932684 70.028420,30.611060 69.985635,30.054478 69.975044,29.940623 69.989590,29.344386 70.064260,29.150131 70.086892,29.186420 70.119647,29.197454 70.129584,29.216904 70.147073,29.191610 70.207821,29.185433 70.222605,29.183909 70.226251,29.270727 70.302878,29.276095 70.372749,29.154790 70.376754,29.093457 70.378747,28.981011 70.406546,29.052015 70.408278,29.104780 70.450684,29.225968 70.477790,29.232915 70.476214,29.450703 70.426555,29.577576 70.375194,29.667971 70.363604,29.595241 70.339388,29.860808 70.325336,30.074308 70.296429))	238	Kommune	Vadsø	2003		219119.771829	1984125182.38	1984125182.37744	219119.771829	327069000
POLYGON((29.344386 70.064260,29.335588 70.011638,29.328083 69.966480,29.276255 69.963621,29.245908 69.961939,29.224928 69.960774,28.725205 69.932231,28.330464 69.849193,28.338395 69.866150,28.340021 69.869727,28.345056 69.880797,28.362473 69.910920,28.377286 69.936466,28.361346 69.969964,28.304409 70.088806,28.329863 70.178412,28.331391 70.183764,28.334596 70.194976,28.391025 70.233301,28.463976 70.282603,28.550019 70.340402,28.805751 70.336937,28.981011 70.406546,29.093457 70.378747,29.154790 70.376754,29.276095 70.372749,29.270727 70.302878,29.183909 70.226251,29.185433 70.222605,29.191610 70.207821,29.216904 70.147073,29.197454 70.129584,29.186420 70.119647,29.150131 70.086892,29.344386 70.064260))	239	Kommune	Nesseby	2027		182538.853493	1627349800.65	1627349800.65381	182538.853493	76204000
POLYGON((9.423216 63.278884,9.374352 63.269957,9.342997 63.264216,9.353857 63.232902,9.361128 63.211894,9.295438 63.195349,9.245669 63.202376,9.238790 63.203345,9.228588 63.204783,9.219293 63.201130,9.146827 63.172599,9.185630 63.135973,9.128736 63.128205,9.103108 63.131357,9.059638 63.136692,9.053864 63.133197,9.048747 63.130100,9.053319 63.124343,9.045967 63.122744,9.040187 63.121486,9.023318 63.130189,8.984580 63.115730,8.967955 63.132052,8.917679 63.115574,8.807079 63.126774,8.821610 63.150215,8.801130 63.163935,8.785796 63.174197,8.774602 63.181682,8.762413 63.189828,8.833267 63.198838,8.852999 63.213393,8.861735 63.219831,8.815971 63.265971,8.861589 63.292392,8.866372 63.295159,8.892449 63.346014,8.886874 63.351633,8.867876 63.370762,8.823713 63.371260,8.798973 63.371532,8.796641 63.385198,8.762713 63.424427,8.742924 63.447253,8.742726 63.447480,8.757721 63.449184,8.769390 63.450509,8.926786 63.468274,8.972900 63.473442,9.045165 63.481507,9.146866 63.428129,9.221536 63.336320,9.240116 63.313374,9.250552 63.309353,9.292890 63.293023,9.364370 63.301943,9.423216 63.278884))	240	Kommune	Hemne	1612	2008/11/14	144880.732233	782055666.552	782055666.551025	144880.732233	210651000
POLYGON((7.734595 62.184632,7.703931 62.172272,7.675354 62.160739,7.645562 62.148699,7.579377 62.121897,7.631830 62.085087,7.583774 62.065340,7.514254 62.097435,7.414720 62.092089,7.373417 62.094613,7.310549 62.145192,7.273875 62.161283,7.229418 62.157410,7.218429 62.175603,7.182186 62.153060,7.179193 62.151196,7.088668 62.168065,7.057912 62.190860,7.024055 62.215903,7.035180 62.293282,7.141357 62.288278,7.145945 62.294363,7.157839 62.310126,7.164314 62.318702,7.202740 62.320117,7.227362 62.345543,7.274721 62.338442,7.308162 62.367843,7.292192 62.407011,7.290150 62.412009,7.335537 62.417306,7.335722 62.417154,7.367053 62.391195,7.421270 62.385909,7.507698 62.416203,7.608320 62.419508,7.598609 62.432826,7.623832 62.436866,7.657300 62.432441,7.666589 62.431212,7.746400 62.420616,7.796472 62.394165,7.820701 62.370581,7.828581 62.362902,7.793181 62.356090,7.780450 62.353638,7.767891 62.328943,7.718230 62.310791,7.704677 62.276612,7.633495 62.265990,7.707882 62.226876,7.683999 62.199397,7.734595 62.184632))	241	Kommune	Norddal	1524		159823.249247	983548103.394	983548103.393799	159823.249247	109532000
POLYGON((7.750368 60.841707,7.704428 60.792772,7.726232 60.761132,7.704405 60.739121,7.614696 60.744195,7.580296 60.727955,7.566574 60.721471,7.469642 60.675548,7.425643 60.680247,7.226426 60.701321,7.211436 60.699972,7.131205 60.692718,7.095302 60.708503,6.995125 60.716171,6.994695 60.717316,6.985862 60.740841,6.985400 60.768907,6.871956 60.768321,6.880060 60.825923,6.934762 60.826865,6.948777 60.841176,6.866769 60.855733,6.863935 60.856235,6.830540 60.837344,6.745096 60.834231,6.729343 60.844792,6.721049 60.850350,6.743753 60.864080,6.815019 60.893274,6.826849 60.898111,6.800684 60.923130,6.752257 60.909429,6.750197 60.934118,6.798799 60.999474,6.980126 61.012001,7.003414 61.021999,7.027922 61.032509,7.030076 61.060194,7.045410 61.060318,7.072051 61.060530,7.079624 61.056095,7.082397 61.052384,7.087318 61.045796,7.175584 61.066094,7.206069 61.041050,7.283992 61.029104,7.334259 61.040952,7.340570 61.042438,7.340808 61.041326,7.353603 60.981473,7.403366 60.984113,7.419767 60.984978,7.509310 60.957758,7.686467 60.857515,7.750368 60.841707))	242	Kommune	Aurland	1421		189846.732008	1512237359.94	1512237359.93628	189846.732008	104449000
POLYGON((5.649127 59.858229,5.650818 59.837872,5.569406 59.792633,5.570262 59.789682,5.576909 59.766736,5.580720 59.753563,5.472028 59.730284,5.435594 59.726673,5.403790 59.723512,5.377269 59.736735,5.320626 59.807696,5.327925 59.810509,5.405715 59.840434,5.406996 59.842423,5.433342 59.883276,5.478926 59.911141,5.489617 59.917668,5.499274 59.923560,5.529720 59.892345,5.540445 59.881332,5.569602 59.888640,5.571245 59.889052,5.579858 59.885648,5.649127 59.858229))	243	Kommune	Stord	1221		64391.561837	229044038.836	229044038.83606	64391.561837	842095000
POLYGON((5.955443 62.443592,5.955445 62.443553,5.956354 62.412415,5.956968 62.391340,5.903716 62.382938,5.900605 62.357511,5.903672 62.343584,5.907233 62.327394,5.956386 62.296984,5.958430 62.295717,5.944633 62.285457,5.938478 62.280877,5.939714 62.280630,5.945763 62.279420,5.967032 62.275162,5.922286 62.237524,5.894789 62.229737,5.846907 62.216155,5.857290 62.240288,5.801861 62.250790,5.846036 62.277371,5.852623 62.281329,5.847158 62.282412,5.833284 62.285159,5.765918 62.298472,5.763029 62.325340,5.762001 62.334881,5.760602 62.347855,5.759383 62.359144,5.750889 62.369049,5.735529 62.386942,5.680600 62.450727,5.684280 62.513707,5.807751 62.486556,5.886105 62.446553,5.955443 62.443592))	244	Kommune	Ulstein	1516		89008.9308868	259175229.204	259175229.204117	89008.930887	381238000
POLYGON((15.023168 66.926445,14.969944 66.845064,14.980914 66.773902,14.987891 66.718501,14.992552 66.681352,14.903518 66.674747,14.880685 66.655310,14.835567 66.669102,14.781849 66.646063,14.767820 66.647974,14.743591 66.651271,14.743105 66.652467,14.716308 66.718246,14.701420 66.754639,14.616112 66.729928,14.616268 66.718034,14.616478 66.701958,14.465027 66.678754,14.461732 66.678247,14.430773 66.673479,14.399086 66.683374,14.386883 66.687180,14.367173 66.693325,14.367007 66.693376,14.370272 66.695848,14.403885 66.721264,14.417363 66.731439,14.417970 66.731897,14.417390 66.731953,14.342093 66.739296,14.330049 66.753034,14.329775 66.753346,14.397306 66.773588,14.354575 66.794788,14.387471 66.817310,14.328549 66.840889,14.342156 66.921550,14.308320 66.969265,14.345722 67.027518,14.376736 67.040444,14.411350 67.054847,14.392054 67.066699,14.343166 67.096663,14.343743 67.097270,14.382571 67.138022,14.497621 67.112741,14.546484 67.101962,14.661007 67.127364,14.715901 67.080116,14.743790 67.086605,14.912784 67.033530,15.012404 66.936933,15.023168 66.926445))	245	Kommune	Beiarn	1839		176193.550127	1237186892.86	1237186892.8623	176193.550127	71264000
POLYGON((13.872399 66.625181,13.796279 66.561524,13.774280 66.543060,13.797935 66.534993,13.828948 66.524403,13.813229 66.468011,13.753207 66.481864,13.658535 66.468625,13.652984 66.467847,13.566721 66.455718,13.559765 66.454737,13.538930 66.451798,13.478567 66.462681,13.246714 66.397147,13.186554 66.427138,13.182370 66.429220,13.183036 66.430625,13.185180 66.435151,13.193801 66.453330,13.194980 66.455812,13.203575 66.473905,13.147755 66.520658,13.144878 66.523062,13.069047 66.524853,13.008059 66.526267,12.982006 66.526864,12.953864 66.511464,12.947628 66.508048,12.929264 66.539578,12.883139 66.535066,12.794964 66.526397,12.793299 66.526233,12.747210 66.555481,12.707720 66.580474,12.685363 66.580599,12.609396 66.581000,12.570488 66.581191,12.544788 66.635727,12.419717 66.644675,12.338059 66.696011,12.308043 66.714816,12.182806 66.759283,11.858835 66.815371,11.667005 67.016178,12.145488 67.085722,12.345037 67.124881,12.708595 66.973759,12.882992 66.900292,12.869209 66.806679,13.039582 66.745525,13.239391 66.777315,13.226418 66.759406,13.212739 66.740493,13.376479 66.742802,13.383584 66.721575,13.386227 66.713671,13.403569 66.710416,13.468001 66.698300,13.482219 66.695621,13.649507 66.663962,13.692830 66.664008,13.721117 66.664031,13.721329 66.663976,13.872399 66.625181))	246	Kommune	Rødøy	1836		300156.22367	3095684076.16	3095684076.16187	300156.22367	102037000
POLYGON((13.246714 66.397147,13.259503 66.384817,13.221050 66.378002,13.260525 66.342983,13.214561 66.339985,13.206087 66.319827,13.200832 66.307310,13.195408 66.294376,12.953014 66.305423,12.950775 66.305523,12.879145 66.329514,12.811972 66.331546,12.768779 66.314927,12.627076 66.260166,12.573029 66.263998,12.427208 66.232473,12.333758 66.287185,12.191344 66.286381,11.994547 66.334181,12.229786 66.449668,12.344639 66.446098,12.435430 66.462338,12.365728 66.584439,12.419717 66.644675,12.544788 66.635727,12.570488 66.581191,12.609396 66.581000,12.685363 66.580599,12.707720 66.580474,12.747210 66.555481,12.793299 66.526233,12.794964 66.526397,12.883139 66.535066,12.929264 66.539578,12.947628 66.508048,12.953864 66.511464,12.982006 66.526864,13.008059 66.526267,13.069047 66.524853,13.144878 66.523062,13.147755 66.520658,13.203575 66.473905,13.194980 66.455812,13.193801 66.453330,13.185180 66.435151,13.183036 66.430625,13.182370 66.429220,13.186554 66.427138,13.246714 66.397147))	247	Kommune	Lurøy	1834		186374.511981	1340152127.12	1340152127.1189	186374.511981	154559000
POLYGON((11.331927 63.803632,11.387023 63.799368,11.418173 63.784266,11.445723 63.770890,11.453182 63.767266,11.453503 63.762344,11.454425 63.748235,11.454882 63.741245,11.480812 63.742795,11.529759 63.732953,11.565779 63.728473,11.586412 63.668091,11.590354 63.656522,11.700331 63.606198,11.728164 63.593419,11.719064 63.593843,11.700939 63.594686,11.639812 63.597512,11.628606 63.598027,11.594553 63.589811,11.574435 63.584952,11.558141 63.597858,11.555344 63.600072,11.551447 63.599370,11.529175 63.595357,11.526059 63.594795,11.422560 63.569614,11.383726 63.576242,11.367884 63.578942,10.995529 63.565197,10.924798 63.562475,10.897943 63.561432,10.795299 63.557400,10.902162 63.613751,10.946814 63.637208,10.890872 63.671954,10.856458 63.693275,10.875475 63.699626,10.975930 63.729042,11.040332 63.811555,11.084893 63.817954,11.250415 63.835991,11.331927 63.803632))	248	Kommune	Levanger	1719		135355.075171	826862593.114	826862593.114014	135355.075171	873758000
POLYGON((10.399529 63.302719,10.356361 63.262139,10.496721 63.226969,10.536516 63.216957,10.554526 63.206908,10.632511 63.163287,10.694884 63.159899,10.716165 63.143589,10.650596 63.119450,10.573155 63.090850,10.568497 63.089126,10.560243 63.088532,10.544681 63.087411,10.412728 63.077827,10.332362 63.071927,10.302738 63.069740,10.278309 63.067932,10.271645 63.067438,10.269688 63.067293,10.254350 63.066154,10.141751 63.057742,10.119130 63.045214,10.093754 63.031142,10.012539 63.019686,9.994690 63.040859,9.958491 63.083695,9.931438 63.094362,9.908122 63.084036,9.878463 63.145827,9.918888 63.175663,9.984626 63.172157,10.083210 63.205560,10.105740 63.199034,10.147924 63.210236,10.188170 63.267873,10.196659 63.280000,10.230980 63.314852,10.217324 63.320254,10.202297 63.326195,10.186592 63.332399,10.207007 63.344734,10.225410 63.342822,10.251352 63.340122,10.254992 63.339742,10.279424 63.322291,10.302242 63.305969,10.303698 63.304927,10.304075 63.305055,10.355322 63.322407,10.379982 63.311430,10.399529 63.302719))	249	Kommune	Melhus	1653		133867.259088	706201602.404	706201602.403687	133867.259088	710385000
POLYGON((10.998372 63.062388,10.991770 63.050472,10.956787 62.991325,10.953139 62.985143,10.949046 62.978205,10.945395 62.972011,10.943902 62.969478,10.948194 62.943701,10.956039 62.896450,10.957398 62.888247,10.907410 62.851813,10.944692 62.788503,10.927221 62.786036,10.890330 62.780819,10.884488 62.774775,10.792357 62.679085,10.740340 62.645468,10.673065 62.675054,10.592828 62.663812,10.325035 62.695403,10.317560 62.726638,10.187895 62.758736,10.166987 62.796348,10.151542 62.824064,10.128132 62.865969,10.102358 62.884203,10.102278 62.884260,10.079122 62.900618,10.036623 62.930582,9.987939 62.964814,9.998392 62.988155,10.012539 63.019686,10.093754 63.031142,10.119130 63.045214,10.141751 63.057742,10.254350 63.066154,10.269688 63.067293,10.271645 63.067438,10.278309 63.067932,10.302738 63.069740,10.332362 63.071927,10.412728 63.077827,10.544681 63.087411,10.560243 63.088532,10.568497 63.089126,10.573155 63.090850,10.650596 63.119450,10.716165 63.143589,10.884676 63.082364,10.917142 63.070514,10.922921 63.068403,10.966443 63.064939,10.998372 63.062388))	250	Kommune	Midtre Gauldal	1648		174663.404993	1853399853.19	1853399853.19421	174663.404993	308704000
POLYGON((10.006341 62.557769,10.097898 62.427875,9.951805 62.397199,9.934191 62.355220,9.900258 62.344370,9.839308 62.362153,9.821439 62.342837,9.854750 62.330976,9.792455 62.287930,9.602064 62.255322,9.587267 62.259959,9.557639 62.269234,9.552712 62.270776,9.483888 62.292270,9.431937 62.302068,9.413978 62.305449,9.212737 62.343124,9.200985 62.345432,9.062062 62.372607,9.183620 62.426648,9.184497 62.430348,9.197263 62.484093,9.199126 62.491921,9.205328 62.517957,9.205989 62.520729,9.243720 62.556078,9.234100 62.563975,9.220984 62.574735,9.205733 62.574328,9.156557 62.573006,9.156319 62.572999,9.152225 62.572888,9.140579 62.579893,8.919960 62.711770,9.077131 62.759630,9.119928 62.757684,9.146824 62.756455,9.364825 62.794105,9.421568 62.816039,9.535926 62.795659,9.562813 62.790850,9.564458 62.777158,9.616736 62.756567,9.725434 62.713597,9.760347 62.738550,9.811897 62.720733,9.826992 62.715508,9.859445 62.716368,9.891779 62.723705,9.921582 62.707392,9.942851 62.695735,9.934856 62.683798,9.929941 62.676456,9.981816 62.658894,9.976456 62.650527,9.966116 62.634374,10.006341 62.557769))	251	Kommune	Oppdal	1634		216585.850735	2287806362.08	2287806362.08191	216585.850735	325285000
POLYGON((13.753659 65.776175,13.674577 65.764320,13.641694 65.738546,13.571582 65.768981,13.533137 65.785624,13.518158 65.774425,13.485386 65.749882,13.418186 65.759531,13.414416 65.740933,13.364342 65.728209,13.341571 65.664326,13.314928 65.671839,13.311367 65.672843,13.279627 65.682449,13.258742 65.688763,13.246000 65.692611,13.218802 65.687843,13.217877 65.687681,13.213407 65.686896,13.191534 65.683055,13.194554 65.672651,13.224000 65.570749,13.296321 65.544725,13.287306 65.519763,13.272153 65.516591,13.220718 65.505805,13.195803 65.500572,13.023335 65.464172,13.036257 65.539403,12.989786 65.675143,12.907282 65.681492,12.918697 65.694152,12.876846 65.714949,12.872734 65.716990,12.820190 65.720424,12.809383 65.721128,12.718295 65.727030,12.685200 65.756693,12.658906 65.780207,12.614166 65.785970,12.584748 65.789751,12.631536 65.868313,12.604866 65.902639,12.704353 65.949221,12.798763 65.971915,12.832429 65.979983,12.901928 65.965149,12.924204 65.973783,12.963035 65.988811,12.985597 65.997530,13.037533 65.986497,13.183303 66.000698,13.213511 66.045242,13.260420 66.047959,13.252441 66.088697,13.333786 66.111259,13.546492 66.175125,13.560613 66.179343,13.577550 66.173526,13.605520 66.163909,13.672666 66.169255,13.682128 66.159139,13.692505 66.148035,13.699867 66.140152,13.677059 66.075245,13.692268 66.060247,13.698468 66.054128,13.727885 66.025048,13.735211 66.017794,13.719492 65.987441,13.686939 65.924348,13.622870 65.932964,13.603228 65.935598,13.606525 65.929892,13.629613 65.889857,13.681505 65.889871,13.676635 65.862183,13.765849 65.823688,13.729562 65.805965,13.753659 65.776175))	252	Kommune	Vefsn	1824		260191.214443	2021449080.83	2021449080.83057	260191.214443	658496000
